Municipio código	Municipio nombre	REGTENEN ORDEN	Régimen de tenencia (agregado)	Régimen de tenencia (detalle)	Número hogares
44165	Nogueruelas	1	En propiedad	En propiedad, por compra totalmente pagada	60
44165	Nogueruelas	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44165	Nogueruelas	1	En propiedad	En propiedad, por herencia o donación	13
44167	Obón	1	En propiedad	En propiedad, por compra totalmente pagada	17
44167	Obón	1	En propiedad	En propiedad, por herencia o donación	18
44168	Odón	1	En propiedad	En propiedad, por compra totalmente pagada	36
44168	Odón	1	En propiedad	En propiedad, por herencia o donación	58
44169	Ojos Negros	1	En propiedad	En propiedad, por compra totalmente pagada	118
44169	Ojos Negros	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44169	Ojos Negros	1	En propiedad	En propiedad, por herencia o donación	63
44171	Olba	1	En propiedad	En propiedad, por compra totalmente pagada	52
44171	Olba	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44171	Olba	1	En propiedad	En propiedad, por herencia o donación	26
44172	Oliete	1	En propiedad	En propiedad, por compra totalmente pagada	83
44172	Oliete	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44172	Oliete	1	En propiedad	En propiedad, por herencia o donación	117
44173	Olmos (Los)	1	En propiedad	En propiedad, por compra totalmente pagada	20
44173	Olmos (Los)	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	5
44173	Olmos (Los)	1	En propiedad	En propiedad, por herencia o donación	25
44174	Orihuela del Tremedal	1	En propiedad	En propiedad, por compra totalmente pagada	81
44174	Orihuela del Tremedal	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	17
44174	Orihuela del Tremedal	1	En propiedad	En propiedad, por herencia o donación	94
44175	Orrios	1	En propiedad	En propiedad, por compra totalmente pagada	22
44175	Orrios	1	En propiedad	En propiedad, por herencia o donación	36
44176	Palomar de Arroyos	1	En propiedad	En propiedad, por compra totalmente pagada	36
44176	Palomar de Arroyos	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44176	Palomar de Arroyos	1	En propiedad	En propiedad, por herencia o donación	25
44177	Pancrudo	1	En propiedad	En propiedad, por compra totalmente pagada	22
44177	Pancrudo	1	En propiedad	En propiedad, por herencia o donación	38
44178	Parras de Castellote (Las)	1	En propiedad	En propiedad, por compra totalmente pagada	9
44178	Parras de Castellote (Las)	1	En propiedad	En propiedad, por herencia o donación	24
44179	Peñarroya de Tastavins	1	En propiedad	En propiedad, por compra totalmente pagada	51
44179	Peñarroya de Tastavins	1	En propiedad	En propiedad, por herencia o donación	99
44180	Peracense	1	En propiedad	En propiedad, por compra totalmente pagada	26
44180	Peracense	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44180	Peracense	1	En propiedad	En propiedad, por herencia o donación	22
44181	Peralejos	1	En propiedad	En propiedad, por compra totalmente pagada	20
44181	Peralejos	1	En propiedad	En propiedad, por herencia o donación	10
44182	Perales del Alfambra	1	En propiedad	En propiedad, por compra totalmente pagada	51
44182	Perales del Alfambra	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44182	Perales del Alfambra	1	En propiedad	En propiedad, por herencia o donación	46
44183	Pitarque	1	En propiedad	En propiedad, por compra totalmente pagada	44
44183	Pitarque	1	En propiedad	En propiedad, por herencia o donación	1
44184	Plou	1	En propiedad	En propiedad, por compra totalmente pagada	4
44184	Plou	1	En propiedad	En propiedad, por herencia o donación	18
44185	Pobo (El)	1	En propiedad	En propiedad, por compra totalmente pagada	29
44185	Pobo (El)	1	En propiedad	En propiedad, por herencia o donación	24
44187	Portellada (La)	1	En propiedad	En propiedad, por compra totalmente pagada	40
44187	Portellada (La)	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44187	Portellada (La)	1	En propiedad	En propiedad, por herencia o donación	61
44189	Pozondón	1	En propiedad	En propiedad, por compra totalmente pagada	15
44189	Pozondón	1	En propiedad	En propiedad, por herencia o donación	23
44190	Pozuel del Campo	1	En propiedad	En propiedad, por compra totalmente pagada	17
44190	Pozuel del Campo	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44190	Pozuel del Campo	1	En propiedad	En propiedad, por herencia o donación	24
44191	Puebla de Híjar (La)	1	En propiedad	En propiedad, por compra totalmente pagada	270
44191	Puebla de Híjar (La)	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	15
44191	Puebla de Híjar (La)	1	En propiedad	En propiedad, por herencia o donación	85
44192	Puebla de Valverde (La)	1	En propiedad	En propiedad, por compra totalmente pagada	109
44192	Puebla de Valverde (La)	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	7
44192	Puebla de Valverde (La)	1	En propiedad	En propiedad, por herencia o donación	55
44193	Puertomingalvo	1	En propiedad	En propiedad, por compra totalmente pagada	31
44193	Puertomingalvo	1	En propiedad	En propiedad, por herencia o donación	17
44194	Ráfales	1	En propiedad	En propiedad, por compra totalmente pagada	35
44194	Ráfales	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44194	Ráfales	1	En propiedad	En propiedad, por herencia o donación	45
44195	Rillo	1	En propiedad	En propiedad, por compra totalmente pagada	19
44195	Rillo	1	En propiedad	En propiedad, por herencia o donación	30
44196	Riodeva	1	En propiedad	En propiedad, por compra totalmente pagada	39
44196	Riodeva	1	En propiedad	En propiedad, por herencia o donación	45
44197	Ródenas	1	En propiedad	En propiedad, por compra totalmente pagada	17
44197	Ródenas	1	En propiedad	En propiedad, por herencia o donación	18
44198	Royuela	1	En propiedad	En propiedad, por compra totalmente pagada	52
44198	Royuela	1	En propiedad	En propiedad, por herencia o donación	27
44199	Rubiales	1	En propiedad	En propiedad, por compra totalmente pagada	6
44199	Rubiales	1	En propiedad	En propiedad, por herencia o donación	15
44200	Rubielos de la Cérida	1	En propiedad	En propiedad, por compra totalmente pagada	7
44200	Rubielos de la Cérida	1	En propiedad	En propiedad, por herencia o donación	14
44201	Rubielos de Mora	1	En propiedad	En propiedad, por compra totalmente pagada	112
44201	Rubielos de Mora	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	27
44201	Rubielos de Mora	1	En propiedad	En propiedad, por herencia o donación	64
44203	Salcedillo	1	En propiedad	En propiedad, por compra totalmente pagada	5
44204	Saldón	1	En propiedad	En propiedad, por compra totalmente pagada	5
44204	Saldón	1	En propiedad	En propiedad, por herencia o donación	16
44205	Samper de Calanda	1	En propiedad	En propiedad, por compra totalmente pagada	154
44205	Samper de Calanda	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	35
44205	Samper de Calanda	1	En propiedad	En propiedad, por herencia o donación	177
44206	San Agustín	1	En propiedad	En propiedad, por compra totalmente pagada	21
44206	San Agustín	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44206	San Agustín	1	En propiedad	En propiedad, por herencia o donación	34
44207	San Martín del Río	1	En propiedad	En propiedad, por compra totalmente pagada	60
44207	San Martín del Río	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44207	San Martín del Río	1	En propiedad	En propiedad, por herencia o donación	50
44208	Santa Cruz de Nogueras	1	En propiedad	En propiedad, por compra totalmente pagada	3
44208	Santa Cruz de Nogueras	1	En propiedad	En propiedad, por herencia o donación	14
44209	Santa Eulalia	1	En propiedad	En propiedad, por compra totalmente pagada	276
44209	Santa Eulalia	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	20
44209	Santa Eulalia	1	En propiedad	En propiedad, por herencia o donación	93
44210	Sarrión	1	En propiedad	En propiedad, por compra totalmente pagada	173
44210	Sarrión	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	38
44210	Sarrión	1	En propiedad	En propiedad, por herencia o donación	114
44211	Segura de los Baños	1	En propiedad	En propiedad, por compra totalmente pagada	17
44211	Segura de los Baños	1	En propiedad	En propiedad, por herencia o donación	3
44212	Seno	1	En propiedad	En propiedad, por compra totalmente pagada	14
44212	Seno	1	En propiedad	En propiedad, por herencia o donación	6
44213	Singra	1	En propiedad	En propiedad, por compra totalmente pagada	25
44213	Singra	1	En propiedad	En propiedad, por herencia o donación	14
44215	Terriente	1	En propiedad	En propiedad, por compra totalmente pagada	30
44215	Terriente	1	En propiedad	En propiedad, por herencia o donación	37
44216	Teruel	1	En propiedad	En propiedad, por compra totalmente pagada	5885
44216	Teruel	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2600
44216	Teruel	1	En propiedad	En propiedad, por herencia o donación	545
44217	Toril y Masegoso	1	En propiedad	En propiedad, por compra totalmente pagada	5
44217	Toril y Masegoso	1	En propiedad	En propiedad, por herencia o donación	7
44218	Tormón	1	En propiedad	En propiedad, por compra totalmente pagada	4
44218	Tormón	1	En propiedad	En propiedad, por herencia o donación	15
44219	Tornos	1	En propiedad	En propiedad, por compra totalmente pagada	50
44219	Tornos	1	En propiedad	En propiedad, por herencia o donación	55
44220	Torralba de los Sisones	1	En propiedad	En propiedad, por compra totalmente pagada	32
44220	Torralba de los Sisones	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44220	Torralba de los Sisones	1	En propiedad	En propiedad, por herencia o donación	37
44221	Torrecilla de Alcañiz	1	En propiedad	En propiedad, por compra totalmente pagada	82
44221	Torrecilla de Alcañiz	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	14
44221	Torrecilla de Alcañiz	1	En propiedad	En propiedad, por herencia o donación	56
44222	Torrecilla del Rebollar	1	En propiedad	En propiedad, por compra totalmente pagada	12
44222	Torrecilla del Rebollar	1	En propiedad	En propiedad, por herencia o donación	61
44223	Torre de Arcas	1	En propiedad	En propiedad, por compra totalmente pagada	7
44223	Torre de Arcas	1	En propiedad	En propiedad, por herencia o donación	32
44224	Torre de las Arcas	1	En propiedad	En propiedad, por compra totalmente pagada	5
44224	Torre de las Arcas	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44224	Torre de las Arcas	1	En propiedad	En propiedad, por herencia o donación	9
44225	Torre del Compte	1	En propiedad	En propiedad, por compra totalmente pagada	33
44225	Torre del Compte	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44225	Torre del Compte	1	En propiedad	En propiedad, por herencia o donación	40
44226	Torrelacárcel	1	En propiedad	En propiedad, por compra totalmente pagada	28
44226	Torrelacárcel	1	En propiedad	En propiedad, por herencia o donación	51
44227	Torre los Negros	1	En propiedad	En propiedad, por compra totalmente pagada	11
44227	Torre los Negros	1	En propiedad	En propiedad, por herencia o donación	23
44228	Torremocha de Jiloca	1	En propiedad	En propiedad, por compra totalmente pagada	15
44228	Torremocha de Jiloca	1	En propiedad	En propiedad, por herencia o donación	43
44229	Torres de Albarracín	1	En propiedad	En propiedad, por compra totalmente pagada	37
44229	Torres de Albarracín	1	En propiedad	En propiedad, por herencia o donación	16
44230	Torrevelilla	1	En propiedad	En propiedad, por compra totalmente pagada	51
44230	Torrevelilla	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	5
44230	Torrevelilla	1	En propiedad	En propiedad, por herencia o donación	16
44231	Torrijas	1	En propiedad	En propiedad, por compra totalmente pagada	24
44231	Torrijas	1	En propiedad	En propiedad, por herencia o donación	9
44232	Torrijo del Campo	1	En propiedad	En propiedad, por compra totalmente pagada	97
44232	Torrijo del Campo	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44232	Torrijo del Campo	1	En propiedad	En propiedad, por herencia o donación	97
44234	Tramacastiel	1	En propiedad	En propiedad, por compra totalmente pagada	22
44234	Tramacastiel	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44234	Tramacastiel	1	En propiedad	En propiedad, por herencia o donación	20
44235	Tramacastilla	1	En propiedad	En propiedad, por compra totalmente pagada	25
44235	Tramacastilla	1	En propiedad	En propiedad, por herencia o donación	28
44236	Tronchón	1	En propiedad	En propiedad, por compra totalmente pagada	7
44236	Tronchón	1	En propiedad	En propiedad, por herencia o donación	34
44237	Urrea de Gaén	1	En propiedad	En propiedad, por compra totalmente pagada	111
44237	Urrea de Gaén	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	16
44237	Urrea de Gaén	1	En propiedad	En propiedad, por herencia o donación	89
44238	Utrillas	1	En propiedad	En propiedad, por compra totalmente pagada	715
44238	Utrillas	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	249
44238	Utrillas	1	En propiedad	En propiedad, por herencia o donación	38
44239	Valacloche	1	En propiedad	En propiedad, por compra totalmente pagada	6
44239	Valacloche	1	En propiedad	En propiedad, por herencia o donación	6
44240	Valbona	1	En propiedad	En propiedad, por compra totalmente pagada	52
44240	Valbona	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	6
44240	Valbona	1	En propiedad	En propiedad, por herencia o donación	21
44241	Valdealgorfa	1	En propiedad	En propiedad, por compra totalmente pagada	103
44241	Valdealgorfa	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	8
44241	Valdealgorfa	1	En propiedad	En propiedad, por herencia o donación	145
44243	Valdecuenca	1	En propiedad	En propiedad, por compra totalmente pagada	5
44243	Valdecuenca	1	En propiedad	En propiedad, por herencia o donación	12
44244	Valdelinares	1	En propiedad	En propiedad, por compra totalmente pagada	32
44244	Valdelinares	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	1
44244	Valdelinares	1	En propiedad	En propiedad, por herencia o donación	18
44245	Valdeltormo	1	En propiedad	En propiedad, por compra totalmente pagada	61
44245	Valdeltormo	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	2
44245	Valdeltormo	1	En propiedad	En propiedad, por herencia o donación	75
44246	Valderrobres	1	En propiedad	En propiedad, por compra totalmente pagada	313
44246	Valderrobres	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	79
44246	Valderrobres	1	En propiedad	En propiedad, por herencia o donación	177
44247	Valjunquera	1	En propiedad	En propiedad, por compra totalmente pagada	79
44247	Valjunquera	1	En propiedad	En propiedad, con pagos pendientes (hipotecas),¿	3
44247	Valjunquera	1	En propiedad	En propiedad, por herencia o donación	72
44249	Vallecillo (El)	1	En propiedad	En propiedad, por compra totalmente pagada	10
44249	Vallecillo (El)	1	En propiedad	En propiedad, por herencia o donación	15
44250	Veguillas de la Sierra	1	En propiedad	En propiedad, por compra totalmente pagada	3
44250	Veguillas de la Sierra	1	En propiedad	En propiedad, por herencia o donación	9
44251	Villafranca del Campo	1	En propiedad	En propiedad, por compra totalmente pagada	83
